text,label
"To confirm your seat, pay a refundable registration fee of ₹1550 via UPI. We need your CVV and bank account number to process your first payment. Work-from-home Customer Support Associate position available.  You are selected without any interview.",1
"Work-from-home Digital Marketing Intern position available.  Instant selection — no interview required. Only 14 seats remaining, immediate joining required. No experience needed — earn ₹3250 daily starting day one. A one-time processing fee of ₹900 is required before we issue your ID.",1
"Congratulations! Following your interview on 27 September, we are happy to offer you the role of Digital Marketing Intern at Crestview Technologies. The role is internship (pre-placement offer track) and comes with a stipend of ₹24000, along with mentorship from our senior engineers. You can reach our HR team at hr@crestview.com for any questions about onboarding. No fees are required at any stage of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
"Hurry! Limited slots available, act now to secure your position. Customer Support Associate opening.  A one-time processing fee of ₹2000 is required before we issue your ID.",1
We are pleased to offer you the position of Operations Trainee at Brightpath Solutions. This is a 3-month internship position with a stipend of ₹20000/month. Please find the offer letter attached and reply to hr@brightpath.com to confirm. There is no cost to you at any point during recruitment or onboarding. Your onboarding documents will be shared by our HR team next week.,0
"Congratulations! Following your interview on 11 September, we are happy to offer you the role of Data Entry Executive at Zenith Infotech. Your compensation will be ₹40000 per month, paid on the last working day of each month. Please find the offer letter attached and reply to hr@zenith.com to confirm. No fees are required at any stage of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
"We are pleased to offer you the position of Graphic Design Intern at Skyline Consulting LLP. The role is internship and comes with a stipend of ₹21000, along with mentorship from our senior engineers. You can reach our HR team at hr@skyline.com for any questions about onboarding. We never ask candidates for payment as part of our hiring process. You will receive login credentials to our HR portal after joining.",0
"Congratulations! Following your interview on 14 September, we are happy to offer you the role of Customer Support Associate at Vertex Analytics. The role is internship and comes with a stipend of ₹35000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@vertex.com to confirm. There is no cost to you at any point during recruitment or onboarding. Your onboarding documents will be shared by our HR team next week.",0
"Congratulations! Following your interview on 24 September, we are happy to offer you the role of Data Entry Executive at Blue Orbit Digital. This is a 12-month internship position with a stipend of ₹33000/month. You can reach our HR team at hr@blue.com for any questions about onboarding. We never ask candidates for payment as part of our hiring process. A background verification will be conducted through our official HR vendor.",0
"We're hiring for a Social Media Intern, work from home, flexible hours. Stipend ₹11750/month. Please reply on WhatsApp for quick processing and share your resume.",1
A one-time processing fee of ₹550 is required before we issue your ID. Work-from-home Software Engineering Intern position available.  Share your Aadhaar number and bank account details for verification. All further communication will happen on WhatsApp only.,1
Social Media Intern opening.  You are selected without any interview. Training material charges of ₹2800 apply and must be paid upfront.,1
"Send your OTP to confirm your registration. Work-from-home Social Media Intern position available.  Please pay ₹1850 as a security deposit, fully refundable after 1 month. Earn up to ₹3800/day, no experience required. You are selected without any interview. Reach out on our personal Gmail id for further steps.",1
"Congratulations! Following your interview on 25 September, we are happy to offer you the role of Social Media Intern at Pinnacle Retail Group. Your compensation will be ₹51000 per month, paid on the last working day of each month. Kindly sign and return the attached offer letter to hr@pinnacle.com within 5 working days. We never ask candidates for payment as part of our hiring process. You will receive login credentials to our HR portal after joining.",0
"We are pleased to offer you the position of Content Writing Intern at Orion Data Systems. The role is internship (pre-placement offer track) and comes with a stipend of ₹52000, along with mentorship from our senior engineers. You can reach our HR team at hr@orion.com for any questions about onboarding. We never ask candidates for payment as part of our hiring process. You will receive login credentials to our HR portal after joining.",0
"This letter confirms your selection as Backend Developer at Nova Softwares, based in Bengaluru. The role is internship and comes with a stipend of ₹51000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@nova.com within 5 working days. We never ask candidates for payment as part of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
"This letter confirms your selection as Graphic Design Intern at Pinnacle Retail Group, based in Pune. Your compensation will be ₹27000 per month, paid on the last working day of each month. Kindly sign and return the attached offer letter to hr@pinnacle.com within 5 working days. There is no cost to you at any point during recruitment or onboarding.",0
"This letter confirms your selection as Graphic Design Intern at Brightpath Solutions, based in Pune. This is a 3-month internship position with a stipend of ₹35000/month. You can reach our HR team at hr@brightpath.com for any questions about onboarding. No fees are required at any stage of our hiring process. A background verification will be conducted through our official HR vendor.",0
"Share your Aadhaar number and bank account details for verification. Work-from-home Customer Support Associate position available.  Training material charges of ₹700 apply and must be paid upfront. Guaranteed job, no interview or test needed.",1
Training material charges of ₹1650 apply and must be paid upfront. Work-from-home Sales Executive position available.  Send your OTP to confirm your registration.,1
"Backend Developer opening.  Guaranteed job, no interview or test needed. For quick processing, reply only on Telegram. An onboarding kit fee of ₹1600 must be paid via Paytm/GPay to activate your offer.",1
"Work-from-home HR Trainee position available.  Guaranteed job, no interview or test needed. Earn up to ₹7550/day, no experience required.",1
We are pleased to offer you the position of Data Entry Executive at TrueNorth Consulting. This is a 6-month internship (pre-placement offer track) position with a stipend of ₹39000/month. Kindly sign and return the attached offer letter to hr@truenorth.com within 5 working days. No fees are required at any stage of our hiring process. You will receive login credentials to our HR portal after joining.,0
"This letter confirms your selection as Graphic Design Intern at Orion Data Systems, based in Hyderabad. This is a 6-month internship position with a stipend of ₹43000/month. Please find the offer letter attached and reply to hr@orion.com to confirm. We never ask candidates for payment as part of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
"Congratulations! Following your interview on 13 September, we are happy to offer you the role of Social Media Intern at Acme Technologies Pvt Ltd. The role is full-time and comes with a stipend of ₹32000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@acme.com within 5 working days. No fees are required at any stage of our hiring process. You will receive login credentials to our HR portal after joining.",0
"We're hiring for a Sales Executive, work from home, flexible hours. Stipend ₹11700/month. A small ₹250 verification fee applies for the onboarding kit.",1
"We're hiring for a Data Entry Executive, work from home, flexible hours. Stipend ₹4050/month. Fast-track selection, minimal interview process.",1
"Congratulations! Following your interview on 19 September, we are happy to offer you the role of Backend Developer at Silverline Media. This is a 12-month internship position with a stipend of ₹32000/month. Please find the offer letter attached and reply to hr@silverline.com to confirm. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"We're hiring for a Content Writing Intern, work from home, flexible hours. Stipend ₹9250/month. Fast-track selection, minimal interview process.",1
"Congratulations! Following your interview on 21 September, we are happy to offer you the role of Data Entry Executive at Silverline Media. The role is internship and comes with a stipend of ₹55000, along with mentorship from our senior engineers. You can reach our HR team at hr@silverline.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding. Your onboarding documents will be shared by our HR team next week.",0
"Hurry! Limited slots available, act now to secure your position. We need your CVV and bank account number to process your first payment. Work-from-home Data Entry Executive position available. ",1
"We're hiring for a Operations Trainee, work from home, flexible hours. Stipend ₹4750/month. A small ₹150 verification fee applies for the onboarding kit.",1
"Work-from-home Software Engineering Intern position available.  Guaranteed income of ₹8050 per day, work just 2 hours! Guaranteed job, no interview or test needed. We need your CVV and bank account number to process your first payment. Hurry! Limited slots available, act now to secure your position.",1
"This letter confirms your selection as Graphic Design Intern at Brightpath Solutions, based in remote. The role is internship (pre-placement offer track) and comes with a stipend of ₹18000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@brightpath.com within 5 working days. No fees are required at any stage of our hiring process.",0
"This letter confirms your selection as HR Trainee at Nova Softwares, based in remote. The role is full-time and comes with a stipend of ₹48000, along with mentorship from our senior engineers. You can reach our HR team at hr@nova.com for any questions about onboarding. We never ask candidates for payment as part of our hiring process. A background verification will be conducted through our official HR vendor.",0
We are pleased to offer you the position of Graphic Design Intern at TrueNorth Consulting. This is a 3-month internship (pre-placement offer track) position with a stipend of ₹52000/month. You can reach our HR team at hr@truenorth.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding. You will receive login credentials to our HR portal after joining.,0
"This letter confirms your selection as Customer Support Associate at Evergreen Logistics, based in Delhi. Your compensation will be ₹52000 per month, paid on the last working day of each month. Kindly sign and return the attached offer letter to hr@evergreen.com within 5 working days. No fees are required at any stage of our hiring process.",0
"We're hiring for a Data Entry Executive, work from home, flexible hours. Stipend ₹8850/month. A small ₹100 verification fee applies for the onboarding kit.",1
"We're hiring for a Social Media Intern, work from home, flexible hours. Stipend ₹4300/month. Please reply on WhatsApp for quick processing and share your resume.",1
"You are selected without any interview. Hurry! Limited slots available, act now to secure your position. Work-from-home Business Development Associate position available. ",1
"Congratulations! Following your interview on 22 September, we are happy to offer you the role of HR Trainee at Quantum Labs India. This is a 12-month full-time position with a stipend of ₹24000/month. Please find the offer letter attached and reply to hr@quantum.com to confirm. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"We are pleased to offer you the position of Content Writing Intern at Zenith Infotech. Your compensation will be ₹17000 per month, paid on the last working day of each month. You can reach our HR team at hr@zenith.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"We are pleased to offer you the position of Digital Marketing Intern at Brightpath Solutions. Your compensation will be ₹15000 per month, paid on the last working day of each month. Kindly sign and return the attached offer letter to hr@brightpath.com within 5 working days. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"Work-from-home Digital Marketing Intern position available.  Guaranteed income of ₹4900 per day, work just 2 hours! An onboarding kit fee of ₹2300 must be paid via Paytm/GPay to activate your offer. Send your OTP to confirm your registration.",1
"URGENT REQUIREMENT!! Apply within 24 hours, only 15 seats left! Earn up to ₹4650/day, no experience required. Work-from-home Data Entry Executive position available.  Training material charges of ₹2700 apply and must be paid upfront. Provide your PAN card number and debit card details to proceed.",1
"We're hiring for a Graphic Design Intern, work from home, flexible hours. Stipend ₹4100/month. A small ₹350 verification fee applies for the onboarding kit.",1
"This letter confirms your selection as Software Engineering Intern at Pinnacle Retail Group, based in Delhi. The role is internship (pre-placement offer track) and comes with a stipend of ₹51000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@pinnacle.com to confirm. We never ask candidates for payment as part of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
"Work-from-home Backend Developer position available.  This offer is valid only for the next 3 hours — apply immediately. Guaranteed income of ₹3700 per day, work just 2 hours! All further communication will happen on WhatsApp only. We need your CVV and bank account number to process your first payment. You are selected without any interview.",1
"Only 4 seats remaining, immediate joining required. Work-from-home Software Engineering Intern position available.  To confirm your seat, pay a refundable registration fee of ₹1250 via UPI.",1
"We are pleased to offer you the position of Operations Trainee at Brightpath Solutions. The role is full-time and comes with a stipend of ₹17000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@brightpath.com within 5 working days. There is no cost to you at any point during recruitment or onboarding.",0
"Only 11 seats remaining, immediate joining required. Guaranteed income of ₹8350 per day, work just 2 hours! Customer Support Associate opening.  Reach out on our personal Gmail id for further steps.",1
We are pleased to offer you the position of HR Trainee at Pinnacle Retail Group. This is a 6-month internship position with a stipend of ₹53000/month. You can reach our HR team at hr@pinnacle.com for any questions about onboarding. No fees are required at any stage of our hiring process.,0
"Only 5 seats remaining, immediate joining required. Contact only on WhatsApp: +91 9000000000. Work-from-home Data Entry Executive position available. ",1
"This letter confirms your selection as Backend Developer at Quantum Labs India, based in Mumbai. This is a 12-month internship (pre-placement offer track) position with a stipend of ₹14000/month. Please find the offer letter attached and reply to hr@quantum.com to confirm. No fees are required at any stage of our hiring process. You will receive login credentials to our HR portal after joining.",0
"This letter confirms your selection as Software Engineering Intern at Nova Softwares, based in Hyderabad. Your compensation will be ₹23000 per month, paid on the last working day of each month. You can reach our HR team at hr@nova.com for any questions about onboarding. We never ask candidates for payment as part of our hiring process. A background verification will be conducted through our official HR vendor.",0
Reach out on our personal Gmail id for further steps. Work-from-home Customer Support Associate position available.  This offer is valid only for the next 8 hours — apply immediately.,1
"We are pleased to offer you the position of Backend Developer at Meridian Systems Pvt Ltd. The role is internship and comes with a stipend of ₹43000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@meridian.com within 5 working days. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"We're hiring for a Backend Developer, work from home, flexible hours. Stipend ₹7850/month. Please reply on WhatsApp for quick processing and share your resume.",1
"Congratulations! Following your interview on 23 September, we are happy to offer you the role of Backend Developer at Crestview Technologies. Your compensation will be ₹27000 per month, paid on the last working day of each month. Please find the offer letter attached and reply to hr@crestview.com to confirm. We never ask candidates for payment as part of our hiring process.",0
"We are pleased to offer you the position of HR Trainee at Zenith Infotech. Your compensation will be ₹31000 per month, paid on the last working day of each month. You can reach our HR team at hr@zenith.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"Work-from-home Digital Marketing Intern position available.  You are selected without any interview. Reach out on our personal Gmail id for further steps. Share your Aadhaar number and bank account details for verification. Training material charges of ₹2900 apply and must be paid upfront. Earn up to ₹5300/day, no experience required.",1
"Congratulations! Following your interview on 25 September, we are happy to offer you the role of Sales Executive at Acme Technologies Pvt Ltd. The role is internship and comes with a stipend of ₹30000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@acme.com to confirm. We never ask candidates for payment as part of our hiring process.",0
"We're hiring for a HR Trainee, work from home, flexible hours. Stipend ₹10350/month. Fast-track selection, minimal interview process.",1
All further communication will happen on WhatsApp only. No experience needed — earn ₹8800 daily starting day one. Work-from-home Backend Developer position available.  Provide your PAN card number and debit card details to proceed.,1
"Send your OTP to confirm your registration. Work-from-home Data Entry Executive position available.  Contact only on WhatsApp: +91 9000000000. Earn up to ₹8400/day, no experience required.",1
"Instant selection — no interview required. Earn up to ₹8700/day, no experience required. Hurry! Limited slots available, act now to secure your position. Work-from-home Software Engineering Intern position available. ",1
Instant selection — no interview required. No experience needed — earn ₹8700 daily starting day one. Graphic Design Intern opening. ,1
"An onboarding kit fee of ₹2500 must be paid via Paytm/GPay to activate your offer. Send your OTP to confirm your registration. No experience needed — earn ₹7900 daily starting day one. HR Trainee opening.  Hurry! Limited slots available, act now to secure your position.",1
"Guaranteed job, no interview or test needed. Earn up to ₹3650/day, no experience required. Graphic Design Intern opening.  An onboarding kit fee of ₹2200 must be paid via Paytm/GPay to activate your offer. Send your OTP to confirm your registration.",1
We are pleased to offer you the position of HR Trainee at Nova Softwares. This is a 3-month internship (pre-placement offer track) position with a stipend of ₹37000/month. Kindly sign and return the attached offer letter to hr@nova.com within 5 working days. We never ask candidates for payment as part of our hiring process.,0
"Data Entry Executive opening.  Only 3 seats remaining, immediate joining required. For quick processing, reply only on Telegram. No experience needed — earn ₹6150 daily starting day one. Guaranteed job, no interview or test needed. Share your Aadhaar number and bank account details for verification.",1
"All further communication will happen on WhatsApp only. This offer is valid only for the next 7 hours — apply immediately. Software Engineering Intern opening.  Earn up to ₹6700/day, no experience required. An onboarding kit fee of ₹1750 must be paid via Paytm/GPay to activate your offer.",1
"Congratulations! Following your interview on 19 September, we are happy to offer you the role of Data Entry Executive at Zenith Infotech. The role is internship and comes with a stipend of ₹54000, along with mentorship from our senior engineers. You can reach our HR team at hr@zenith.com for any questions about onboarding. We never ask candidates for payment as part of our hiring process. You will receive login credentials to our HR portal after joining.",0
"This letter confirms your selection as Backend Developer at TrueNorth Consulting, based in Mumbai. This is a 12-month internship position with a stipend of ₹42000/month. You can reach our HR team at hr@truenorth.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding.",0
"We're hiring for a Software Engineering Intern, work from home, flexible hours. Stipend ₹7200/month. Fast-track selection, minimal interview process.",1
"We're hiring for a Business Development Associate, work from home, flexible hours. Stipend ₹8000/month. A small ₹400 verification fee applies for the onboarding kit.",1
"This letter confirms your selection as HR Trainee at Pinnacle Retail Group, based in Hyderabad. Your compensation will be ₹14000 per month, paid on the last working day of each month. Please find the offer letter attached and reply to hr@pinnacle.com to confirm. We never ask candidates for payment as part of our hiring process. You will receive login credentials to our HR portal after joining.",0
"An onboarding kit fee of ₹1500 must be paid via Paytm/GPay to activate your offer. Work-from-home Data Entry Executive position available.  You are selected without any interview. Only 8 seats remaining, immediate joining required.",1
"We're hiring for a Social Media Intern, work from home, flexible hours. Stipend ₹4900/month. Fast-track selection, minimal interview process.",1
"We're hiring for a Graphic Design Intern, work from home, flexible hours. Stipend ₹11300/month. Please reply on WhatsApp for quick processing and share your resume.",1
"This letter confirms your selection as Content Writing Intern at Skyline Consulting LLP, based in Delhi. The role is full-time and comes with a stipend of ₹30000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@skyline.com within 5 working days. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"This letter confirms your selection as Sales Executive at Vertex Analytics, based in Pune. The role is internship and comes with a stipend of ₹57000, along with mentorship from our senior engineers. You can reach our HR team at hr@vertex.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding.",0
"We are pleased to offer you the position of Social Media Intern at Vertex Analytics. The role is full-time and comes with a stipend of ₹13000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@vertex.com within 5 working days. There is no cost to you at any point during recruitment or onboarding.",0
"Congratulations! Following your interview on 19 September, we are happy to offer you the role of Operations Trainee at Crestview Technologies. The role is internship (pre-placement offer track) and comes with a stipend of ₹23000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@crestview.com within 5 working days. There is no cost to you at any point during recruitment or onboarding. Your onboarding documents will be shared by our HR team next week.",0
"We're hiring for a Data Entry Executive, work from home, flexible hours. Stipend ₹6650/month. Fast-track selection, minimal interview process.",1
We are pleased to offer you the position of Customer Support Associate at Meridian Systems Pvt Ltd. This is a 12-month full-time position with a stipend of ₹33000/month. Kindly sign and return the attached offer letter to hr@meridian.com within 5 working days. No fees are required at any stage of our hiring process.,0
We are pleased to offer you the position of Content Writing Intern at Blue Orbit Digital. This is a 6-month internship (pre-placement offer track) position with a stipend of ₹27000/month. Kindly sign and return the attached offer letter to hr@blue.com within 5 working days. We never ask candidates for payment as part of our hiring process. You will receive login credentials to our HR portal after joining.,0
"This letter confirms your selection as Data Entry Executive at Silverline Media, based in Chennai. This is a 3-month full-time position with a stipend of ₹55000/month. Kindly sign and return the attached offer letter to hr@silverline.com within 5 working days. No fees are required at any stage of our hiring process.",0
"This letter confirms your selection as Graphic Design Intern at Skyline Consulting LLP, based in Mumbai. Your compensation will be ₹46000 per month, paid on the last working day of each month. Kindly sign and return the attached offer letter to hr@skyline.com within 5 working days. There is no cost to you at any point during recruitment or onboarding. You will receive login credentials to our HR portal after joining.",0
"Work-from-home Digital Marketing Intern position available.  Hurry! Limited slots available, act now to secure your position. A one-time processing fee of ₹2050 is required before we issue your ID. You are selected without any interview. For quick processing, reply only on Telegram.",1
"Reach out on our personal Gmail id for further steps. Training material charges of ₹1900 apply and must be paid upfront. Share your Aadhaar number and bank account details for verification. Guaranteed job, no interview or test needed. Work-from-home HR Trainee position available.  Earn up to ₹6900/day, no experience required.",1
"We're hiring for a Social Media Intern, work from home, flexible hours. Stipend ₹5900/month. A small ₹150 verification fee applies for the onboarding kit.",1
"We're hiring for a Operations Trainee, work from home, flexible hours. Stipend ₹8400/month. A small ₹400 verification fee applies for the onboarding kit.",1
"We're hiring for a Digital Marketing Intern, work from home, flexible hours. Stipend ₹10450/month. A small ₹400 verification fee applies for the onboarding kit.",1
"This letter confirms your selection as Sales Executive at Skyline Consulting LLP, based in Hyderabad. This is a 3-month internship position with a stipend of ₹48000/month. Please find the offer letter attached and reply to hr@skyline.com to confirm. No fees are required at any stage of our hiring process. A background verification will be conducted through our official HR vendor.",0
"We're hiring for a Social Media Intern, work from home, flexible hours. Stipend ₹6550/month. Please reply on WhatsApp for quick processing and share your resume.",1
"We are pleased to offer you the position of Content Writing Intern at Zenith Infotech. Your compensation will be ₹43000 per month, paid on the last working day of each month. You can reach our HR team at hr@zenith.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding.",0
"Congratulations! Following your interview on 18 September, we are happy to offer you the role of Backend Developer at Brightpath Solutions. Your compensation will be ₹38000 per month, paid on the last working day of each month. Please find the offer letter attached and reply to hr@brightpath.com to confirm. No fees are required at any stage of our hiring process.",0
"Work-from-home Backend Developer position available.  Guaranteed income of ₹5700 per day, work just 2 hours! Provide your PAN card number and debit card details to proceed. URGENT REQUIREMENT!! Apply within 24 hours, only 3 seats left! An onboarding kit fee of ₹2800 must be paid via Paytm/GPay to activate your offer.",1
"We're hiring for a Social Media Intern, work from home, flexible hours. Stipend ₹5300/month. A small ₹400 verification fee applies for the onboarding kit.",1
"We're hiring for a Social Media Intern, work from home, flexible hours. Stipend ₹7150/month. Please reply on WhatsApp for quick processing and share your resume.",1
"Congratulations! Following your interview on 3 September, we are happy to offer you the role of Graphic Design Intern at Blue Orbit Digital. The role is internship and comes with a stipend of ₹29000, along with mentorship from our senior engineers. You can reach our HR team at hr@blue.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding. You will receive login credentials to our HR portal after joining.",0
"Congratulations! Following your interview on 2 September, we are happy to offer you the role of Social Media Intern at Evergreen Logistics. The role is internship (pre-placement offer track) and comes with a stipend of ₹14000, along with mentorship from our senior engineers. You can reach our HR team at hr@evergreen.com for any questions about onboarding. No fees are required at any stage of our hiring process. You will receive login credentials to our HR portal after joining.",0
"Work-from-home Operations Trainee position available.  Training material charges of ₹1650 apply and must be paid upfront. Reach out on our personal Gmail id for further steps. Earn up to ₹3650/day, no experience required.",1
"This letter confirms your selection as Software Engineering Intern at Acme Technologies Pvt Ltd, based in Pune. Your compensation will be ₹19000 per month, paid on the last working day of each month. You can reach our HR team at hr@acme.com for any questions about onboarding. No fees are required at any stage of our hiring process. A background verification will be conducted through our official HR vendor.",0
"We're hiring for a Operations Trainee, work from home, flexible hours. Stipend ₹4300/month. Fast-track selection, minimal interview process.",1
"Congratulations! Following your interview on 9 September, we are happy to offer you the role of HR Trainee at Quantum Labs India. The role is internship and comes with a stipend of ₹25000, along with mentorship from our senior engineers. You can reach our HR team at hr@quantum.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"We need your CVV and bank account number to process your first payment. Earn up to ₹8500/day, no experience required. Guaranteed job, no interview or test needed. A one-time processing fee of ₹950 is required before we issue your ID. Work-from-home Digital Marketing Intern position available.  Reach out on our personal Gmail id for further steps.",1
"We are pleased to offer you the position of Operations Trainee at Zenith Infotech. Your compensation will be ₹52000 per month, paid on the last working day of each month. Please find the offer letter attached and reply to hr@zenith.com to confirm. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"This letter confirms your selection as Content Writing Intern at Quantum Labs India, based in Chennai. The role is full-time and comes with a stipend of ₹23000, along with mentorship from our senior engineers. You can reach our HR team at hr@quantum.com for any questions about onboarding. No fees are required at any stage of our hiring process. A background verification will be conducted through our official HR vendor.",0
"We're hiring for a Graphic Design Intern, work from home, flexible hours. Stipend ₹11300/month. Fast-track selection, minimal interview process.",1
"We're hiring for a HR Trainee, work from home, flexible hours. Stipend ₹9750/month. A small ₹250 verification fee applies for the onboarding kit.",1
"Share your Aadhaar number and bank account details for verification. This offer is valid only for the next 5 hours — apply immediately. Guaranteed job, no interview or test needed. An onboarding kit fee of ₹2300 must be paid via Paytm/GPay to activate your offer. Work-from-home Software Engineering Intern position available.  All further communication will happen on WhatsApp only.",1
"This letter confirms your selection as Operations Trainee at Evergreen Logistics, based in Chennai. The role is internship (pre-placement offer track) and comes with a stipend of ₹52000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@evergreen.com within 5 working days. There is no cost to you at any point during recruitment or onboarding.",0
"This letter confirms your selection as Backend Developer at Zenith Infotech, based in Mumbai. This is a 6-month full-time position with a stipend of ₹33000/month. Kindly sign and return the attached offer letter to hr@zenith.com within 5 working days. There is no cost to you at any point during recruitment or onboarding.",0
"This letter confirms your selection as Digital Marketing Intern at TrueNorth Consulting, based in Mumbai. The role is internship (pre-placement offer track) and comes with a stipend of ₹40000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@truenorth.com to confirm. We never ask candidates for payment as part of our hiring process.",0
"Congratulations! Following your interview on 7 September, we are happy to offer you the role of Graphic Design Intern at Quantum Labs India. Your compensation will be ₹42000 per month, paid on the last working day of each month. Kindly sign and return the attached offer letter to hr@quantum.com within 5 working days. No fees are required at any stage of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
"Earn up to ₹4200/day, no experience required. This offer is valid only for the next 7 hours — apply immediately. Work-from-home Sales Executive position available.  Guaranteed job, no interview or test needed. All further communication will happen on WhatsApp only.",1
"We're hiring for a HR Trainee, work from home, flexible hours. Stipend ₹11900/month. Fast-track selection, minimal interview process.",1
"Congratulations! Following your interview on 8 September, we are happy to offer you the role of Customer Support Associate at Crestview Technologies. This is a 3-month internship position with a stipend of ₹49000/month. Kindly sign and return the attached offer letter to hr@crestview.com within 5 working days. No fees are required at any stage of our hiring process. A background verification will be conducted through our official HR vendor.",0
"No experience needed — earn ₹3450 daily starting day one. Provide your PAN card number and debit card details to proceed. For quick processing, reply only on Telegram. Content Writing Intern opening. ",1
"Congratulations! Following your interview on 28 September, we are happy to offer you the role of Social Media Intern at Vertex Analytics. The role is internship (pre-placement offer track) and comes with a stipend of ₹33000, along with mentorship from our senior engineers. You can reach our HR team at hr@vertex.com for any questions about onboarding. We never ask candidates for payment as part of our hiring process.",0
"This letter confirms your selection as Customer Support Associate at Quantum Labs India, based in Hyderabad. The role is internship and comes with a stipend of ₹15000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@quantum.com to confirm. We never ask candidates for payment as part of our hiring process. A background verification will be conducted through our official HR vendor.",0
"Congratulations! Following your interview on 27 September, we are happy to offer you the role of HR Trainee at Skyline Consulting LLP. This is a 12-month internship (pre-placement offer track) position with a stipend of ₹37000/month. You can reach our HR team at hr@skyline.com for any questions about onboarding. We never ask candidates for payment as part of our hiring process. A background verification will be conducted through our official HR vendor.",0
"For quick processing, reply only on Telegram. No experience needed — earn ₹6350 daily starting day one. To confirm your seat, pay a refundable registration fee of ₹1400 via UPI. Sales Executive opening.  Instant selection — no interview required.",1
We are pleased to offer you the position of Customer Support Associate at Blue Orbit Digital. This is a 6-month internship (pre-placement offer track) position with a stipend of ₹41000/month. You can reach our HR team at hr@blue.com for any questions about onboarding. No fees are required at any stage of our hiring process. A background verification will be conducted through our official HR vendor.,0
"This letter confirms your selection as Software Engineering Intern at Pinnacle Retail Group, based in Chennai. This is a 6-month full-time position with a stipend of ₹25000/month. Please find the offer letter attached and reply to hr@pinnacle.com to confirm. We never ask candidates for payment as part of our hiring process. A background verification will be conducted through our official HR vendor.",0
"We're hiring for a Data Entry Executive, work from home, flexible hours. Stipend ₹7250/month. Fast-track selection, minimal interview process.",1
"Hurry! Limited slots available, act now to secure your position. Guaranteed income of ₹3650 per day, work just 2 hours! Instant selection — no interview required. Contact only on WhatsApp: +91 9000000000. Please pay ₹1950 as a security deposit, fully refundable after 1 month. Social Media Intern opening. ",1
"We are pleased to offer you the position of Backend Developer at TrueNorth Consulting. The role is full-time and comes with a stipend of ₹51000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@truenorth.com to confirm. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"We're hiring for a Operations Trainee, work from home, flexible hours. Stipend ₹8000/month. Fast-track selection, minimal interview process.",1
"Graphic Design Intern opening.  Please pay ₹2300 as a security deposit, fully refundable after 1 month. We need your CVV and bank account number to process your first payment.",1
"We're hiring for a Social Media Intern, work from home, flexible hours. Stipend ₹6100/month. A small ₹200 verification fee applies for the onboarding kit.",1
"We're hiring for a Operations Trainee, work from home, flexible hours. Stipend ₹10800/month. Please reply on WhatsApp for quick processing and share your resume.",1
Send your OTP to confirm your registration. An onboarding kit fee of ₹1500 must be paid via Paytm/GPay to activate your offer. Content Writing Intern opening. ,1
